Confirmed derivation	NEW SUFFIX	Zero	V synset	V literal	N synset	N literal	Existing MS relation	MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
YES		TRUE	eng-30-01382917-v	snail	eng-30-07782475-n	snail	undergoer	MS
YES		TRUE	eng-30-01382917-v	snail	eng-30-01944390-n	snail	undergoer	MS
YES		TRUE	eng-30-00009147-v	slough	eng-30-09438055-n	slough	undergoer	MS
YES		TRUE	eng-30-00102974-v	slobber	eng-30-05416678-n	slobber	undergoer	MS
YES		TRUE	eng-30-01309478-v	skin	eng-30-01895735-n	skin	undergoer	MS
YES		TRUE	eng-30-01309478-v	skin	eng-30-05238282-n	skin	undergoer	MS
YES		TRUE	eng-30-01262936-v	skin	eng-30-07738353-n	skin	undergoer	MS
YES		TRUE	eng-30-02333689-v	site	eng-30-08651247-n	site	undergoer	MS
YES	ance	FALSE	eng-30-00932324-v	signify	eng-30-06601327-n	significance	undergoer	MS
YES	ance	FALSE	eng-30-00931852-v	signify	eng-30-06601327-n	significance	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01147432-v	shuttlecock	eng-30-04212282-n	shuttlecock	undergoer	MS
YES		TRUE	eng-30-00179959-v	shuck	eng-30-14805899-n	shuck	undergoer	MS
YES		TRUE	eng-30-01142070-v	shrimp	eng-30-07794159-n	shrimp	undergoer	MS
YES		TRUE	eng-30-01142070-v	shrimp	eng-30-01986806-n	shrimp	undergoer	MS
YES		TRUE	eng-30-01143614-v	shark	eng-30-01482330-n	shark	undergoer	MS
YES		TRUE	eng-30-01570744-v	scrag	eng-30-07666933-n	scrag	undergoer	MS
YES		TRUE	eng-30-01570744-v	scrag	eng-30-07665713-n	scrag	undergoer	MS
Y	ful (im OED als Suffix)	FALSE	eng-30-01312371-v	scoop	eng-30-13769317-n	scoopful	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01140315-v	scollop	eng-30-01965889-n	scollop	undergoer	MS
YES		TRUE	eng-30-01140315-v	scollop	eng-30-07797641-n	scollop	undergoer	MS
YES		TRUE	eng-30-00198477-v	scalp	eng-30-05539947-n	scalp	undergoer	MS
YES		TRUE	eng-30-00823129-v	saint	eng-30-10547145-n	saint	undergoer	MS
YES		TRUE	eng-30-01942959-v	sailplane	eng-30-03439814-n	sailplane	undergoer	MS
YES		TRUE	eng-30-02214485-v	reserve	eng-30-13368052-n	reserve	undergoer	MS
YES		TRUE	eng-30-00724150-v	reserve	eng-30-13368052-n	reserve	undergoer	MS
YES	ment	FALSE	eng-30-00755745-v	require	eng-30-05892651-n	requirement	undergoer	MS
YES	ment	FALSE	eng-30-02627934-v	require	eng-30-05892651-n	requirement	undergoer	MS
YES	ment	FALSE	eng-30-01188725-v	require	eng-30-09367203-n	requirement	undergoer	MS
YES		TRUE	eng-30-02502916-v	reject	eng-30-05790572-n	reject	undergoer	MS
YES		TRUE	eng-30-00796976-v	reject	eng-30-05790572-n	reject	undergoer	MS
YES	ment	FALSE	eng-30-02249591-v	reimburse	eng-30-13290002-n	reimbursement	undergoer	MS
YES	ment	FALSE	eng-30-02285205-v	reimburse	eng-30-13290002-n	reimbursement	undergoer	MS
YES		TRUE	eng-30-01162629-v	rehash	eng-30-06635759-n	rehash	undergoer	MS
YES		TRUE	eng-30-01009097-v	rehash	eng-30-06635759-n	rehash	undergoer	MS
YES		TRUE	eng-30-01705257-v	reference	eng-30-06763681-n	reference	undergoer	MS
YES		TRUE	eng-30-01705257-v	reference	eng-30-07258664-n	reference	undergoer	MS
YES		TRUE	eng-30-00625119-v	read	eng-30-06590065-n	read	undergoer	MS
YES		TRUE	eng-30-02730813-v	read	eng-30-06590065-n	read	undergoer	MS
YES		TRUE	eng-30-02234803-v	ration	eng-30-07565725-n	ration	undergoer	MS
YES		TRUE	eng-30-02234803-v	ration	eng-30-13286099-n	ration	undergoer	MS
YES		TRUE	eng-30-02234988-v	ration	eng-30-07565725-n	ration	undergoer	MS
YES		TRUE	eng-30-02234988-v	ration	eng-30-13286099-n	ration	undergoer	MS
YES		TRUE	eng-30-01142761-v	rabbit	eng-30-02324045-n	rabbit	undergoer	MS
YES	ify	FALSE	eng-30-00489837-v	quantify	eng-30-05855125-n	quantity	undergoer	MS
YB	ify	FALSE	eng-30-00489837-v	quantify	eng-30-00033615-n	quantity	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00708980-v	purport	eng-30-06605897-n	purport	undergoer	MS
YES		TRUE	eng-30-00076400-v	puke	eng-30-14855992-n	puke	undergoer	MS
YES		TRUE	eng-30-02297142-v	proffer	eng-30-07162680-n	proffer	undergoer	MS
YES		TRUE	eng-30-02351010-v	price	eng-30-13303315-n	price	undergoer	MS
YES		TRUE	eng-30-00721889-v	price	eng-30-13303315-n	price	undergoer	MS
YES		TRUE	eng-30-02262752-v	present	eng-30-13268842-n	present	undergoer	MS
YES	tion	FALSE	eng-30-00747135-v	prescribe	eng-30-06788565-n	prescription	undergoer	MS
YES		TRUE	eng-30-00717208-v	premiss	eng-30-06753800-n	premiss	undergoer	MS
Y		TRUE	eng-30-00717208-v	premise	eng-30-06753800-n	premiss	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00717208-v	premise	eng-30-06753800-n	premise	undergoer	MS
Y		TRUE	eng-30-00717208-v	premiss	eng-30-06753800-n	premise	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01017222-v	predicate	eng-30-06316626-n	predicate	undergoer	MS
YES		TRUE	eng-30-01017222-v	predicate	eng-30-06316813-n	predicate	undergoer	MS
YES	tion	FALSE	eng-30-01634011-v	preconceive	eng-30-05949937-n	preconception	undergoer	MS
YES	ment	FALSE	eng-30-01648790-v	prearrange	eng-30-05795334-n	prearrangement	undergoer	MS
YES	ment	FALSE	eng-30-00828003-v	preach	eng-30-07244949-n	preachment	undergoer	MS
YES		TRUE	eng-30-01382606-v	prawn	eng-30-07794159-n	prawn	undergoer	MS
YES		TRUE	eng-30-01382606-v	prawn	eng-30-01987545-n	prawn	undergoer	MS
YES		TRUE	eng-30-00716758-v	postulate	eng-30-06753299-n	postulate	undergoer	MS
YES		TRUE	eng-30-00716758-v	posit	eng-30-06753299-n	posit	undergoer	MS
YES		TRUE	eng-30-02228698-v	portion	eng-30-01085098-n	portion	undergoer	MS
YES		TRUE	eng-30-02432395-v	pontificate	eng-30-08053260-n	pontificate	undergoer	MS
YES		TRUE	eng-30-02345048-v	plunder	eng-30-13262663-n	plunder	undergoer	MS
YES		TRUE	eng-30-02345288-v	plunder	eng-30-13262663-n	plunder	undergoer	MS
YES		TRUE	eng-30-02344568-v	plunder	eng-30-13262663-n	plunder	undergoer	MS
YES		TRUE	eng-30-01371201-v	plant	eng-30-05906080-n	plant	undergoer	MS
YES		TRUE	eng-30-01567275-v	plant	eng-30-00017222-n	plant	undergoer	MS
YES		TRUE	eng-30-00512749-v	pinion	eng-30-02468864-n	pinion	undergoer	MS
YES		TRUE	eng-30-00512749-v	pinion	eng-30-02152446-n	pinion	undergoer	MS
YES		TRUE	eng-30-02344568-v	pillage	eng-30-13262663-n	pillage	undergoer	MS
YES		TRUE	eng-30-01503404-v	pile	eng-30-07961480-n	pile	undergoer	MS
YES		TRUE	eng-30-02064131-v	pile	eng-30-07961480-n	pile	undergoer	MS
YES		TRUE	eng-30-01434822-v	pile	eng-30-07961480-n	pile	undergoer	MS
YES		TRUE	eng-30-02064131-v	pile	eng-30-13774404-n	pile	undergoer	MS
YES		TRUE	eng-30-01590171-v	piece	eng-30-03932203-n	piece	undergoer	MS
YES		TRUE	eng-30-00261705-v	piece	eng-30-03932203-n	piece	undergoer	MS
YES		TRUE	eng-30-01656788-v	piece	eng-30-03932203-n	piece	undergoer	MS
YES		TRUE	eng-30-00072012-v	piddle	eng-30-14855724-n	piddle	undergoer	MS
YES		TRUE	eng-30-00213223-v	pickle	eng-30-07824988-n	pickle	undergoer	MS
Y	ing	FALSE	eng-30-01382083-v	pick	eng-30-13759558-n	picking	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01262936-v	peel	eng-30-07738353-n	peel	undergoer	MS
YES		TRUE	eng-30-01383800-v	pearl	eng-30-13372403-n	pearl	undergoer	MS
YES	ee	FALSE	eng-30-02251743-v	pay	eng-30-10409634-n	payee	undergoer	MS
YES	ee	FALSE	eng-30-02253456-v	pay	eng-30-10409634-n	payee	undergoer	MS
YES		TRUE	eng-30-02251743-v	pay	eng-30-13279262-n	pay	undergoer	MS
YES		TRUE	eng-30-02252931-v	pay	eng-30-13279262-n	pay	undergoer	MS
YES		TRUE	eng-30-02291708-v	pay	eng-30-13279262-n	pay	undergoer	MS
YES		TRUE	eng-30-02253456-v	pay	eng-30-13279262-n	pay	undergoer	MS
YES	ee	FALSE	eng-30-02591893-v	parole	eng-30-10477585-n	parolee	undergoer	MS
YES		TRUE	eng-30-01485158-v	package	eng-30-08008017-n	package	undergoer	MS
YES		TRUE	eng-30-01383511-v	oyster	eng-30-07786164-n	oyster	undergoer	MS
YES		TRUE	eng-30-01383511-v	oyster	eng-30-01960459-n	oyster	undergoer	MS
YES	er	FALSE	eng-30-01336635-v	overlay	eng-30-04187233-n	overlayer	undergoer	MS
YES		TRUE	eng-30-02480923-v	outlaw	eng-30-09977660-n	outlaw	undergoer	MS
YES		TRUE	eng-30-02358034-v	open	eng-30-05612809-n	open	undergoer	MS
YES		TRUE	eng-30-01382720-v	nut	eng-30-13136556-n	nut	undergoer	MS
YB	ant	FALSE	eng-30-00119873-v	mutate	eng-30-10341660-n	mutant	undergoer	NEW_LIT_PAIR_KNOWN_REL
YB	ant	FALSE	eng-30-00119873-v	mutate	eng-30-01324305-n	mutant	undergoer	NEW_PAIR_REL
YES		TRUE	eng-30-01382437-v	mushroom	eng-30-13001041-n	mushroom	undergoer	MS
YES		TRUE	eng-30-01382437-v	mushroom	eng-30-07734744-n	mushroom	undergoer	MS
YES	er	FALSE	eng-30-00641672-v	multiply	eng-30-13733818-n	multiplier	undergoer	MS
YES	ee	FALSE	eng-30-02277663-v	mug	eng-30-10337134-n	muggee	undergoer	MS
YES		TRUE	eng-30-02083087-v	muck	eng-30-14854847-n	muck	undergoer	MS
YES		TRUE	eng-30-00178380-v	muck	eng-30-14956661-n	muck	undergoer	MS
YES		TRUE	eng-30-01534745-v	muck	eng-30-14956661-n	muck	undergoer	MS
YES		TRUE	eng-30-01212115-v	mouse	eng-30-03793489-n	mouse	undergoer	MS
YES		TRUE	eng-30-02351737-v	mortgage	eng-30-13352138-n	mortgage	undergoer	MS
YES		TRUE	eng-30-01362291-v	mortar	eng-30-14955889-n	mortar	undergoer	MS
YES		TRUE	eng-30-00228858-v	moonshine	eng-30-07902520-n	moonshine	undergoer	MS
YES	ation	FALSE	eng-30-00834009-v	misinform	eng-30-06634960-n	misinformation	undergoer	MS
YES		TRUE	eng-30-01712450-v	microfilm	eng-30-03759432-n	microfilm	undergoer	MS
YES		TRUE	eng-30-02260362-v	merchandise	eng-30-03748886-n	merchandise	undergoer	MS
Y	ing	FALSE	eng-30-00931852-v	mean	eng-30-06601327-n	meaning	undergoer	NEW_LIT_PAIR_KNOWN_REL
Y		TRUE	eng-30-01292885-v	mate	eng-30-07988857-n	mates	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01605021-v	martyr	eng-30-10296618-n	martyr	undergoer	MS
YES		TRUE	eng-30-01605021-v	martyr	eng-30-10296832-n	martyr	undergoer	MS
YES		TRUE	eng-30-02228355-v	maroon	eng-30-10295190-n	maroon	undergoer	MS
YES		TRUE	eng-30-00496489-v	maroon	eng-30-10295190-n	maroon	undergoer	MS
YES		TRUE	eng-30-01605404-v	mantle	eng-30-09223725-n	mantle	undergoer	MS
YES		TRUE	eng-30-02085320-v	mantle	eng-30-09223725-n	mantle	undergoer	MS
YES		TRUE	eng-30-01732014-v	madrigal	eng-30-07052925-n	madrigal	undergoer	MS
YES		TRUE	eng-30-01698916-v	lyric	eng-30-07051975-n	lyric	undergoer	MS
YES		TRUE	eng-30-01258828-v	lumber	eng-30-14943580-n	lumber	undergoer	MS
YES		TRUE	eng-30-01973125-v	lower	eng-30-03693973-n	lower	undergoer	MS
YES		TRUE	eng-30-01574923-v	lower	eng-30-03693973-n	lower	undergoer	MS
YES		TRUE	eng-30-02344568-v	loot	eng-30-13262663-n	loot	undergoer	MS
Y		TRUE	eng-30-02345288-v	loot	eng-30-13262663-n	loot	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES	ee	FALSE	eng-30-02444662-v	license	eng-30-10258493-n	licensee	undergoer	MS
Y	ee	FALSE	eng-30-02444662-v	licence	eng-30-10258493-n	licensee	undergoer	NEW_LIT_PAIR_KNOWN_REL
Y	ing	FALSE	eng-30-02208903-v	let	eng-30-13248393-n	letting	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01133488-v	letter_bomb	eng-30-03657918-n	letter_bomb	undergoer	MS
YES		TRUE	eng-30-01692443-v	letter	eng-30-06828818-n	letter	undergoer	MS
YES		TRUE	eng-30-02290349-v	letter	eng-30-06706504-n	letter	undergoer	MS
YES		TRUE	eng-30-01692579-v	letter	eng-30-06828818-n	letter	undergoer	MS
Y	ing	FALSE	eng-30-01521603-v	lace	eng-30-03631445-n	lacing	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02419773-v	labor	eng-30-00795720-n	labor	undergoer	MS
YES		TRUE	eng-30-02406916-v	labor	eng-30-00795720-n	labor	undergoer	MS
YES		TRUE	eng-30-00768265-v	keynote	eng-30-07240278-n	keynote	undergoer	MS
YES		TRUE	eng-30-00299188-v	keynote	eng-30-05926049-n	keynote	undergoer	MS
YES		TRUE	eng-30-02223238-v	junk	eng-30-14857897-n	junk	undergoer	MS
YES		TRUE	eng-30-00324071-v	jug	eng-30-13767956-n	jug	undergoer	MS
YES	ance	FALSE	eng-30-00857923-v	jubilate	eng-30-07527817-n	jubilance	undergoer	MS
YES		TRUE	eng-30-01725734-v	jazz	eng-30-07060976-n	jazz	undergoer	MS
YES		TRUE	eng-30-01725734-v	jazz	eng-30-07062697-n	jazz	undergoer	MS
YES		TRUE	eng-30-02320903-v	invoice	eng-30-06516955-n	invoice	undergoer	MS
YES	ee	FALSE	eng-30-02384686-v	invite	eng-30-10150940-n	invitee	undergoer	MS
YES	ee	FALSE	eng-30-02384940-v	invite	eng-30-10150940-n	invitee	undergoer	MS
YES		TRUE	eng-30-00554894-v	introject	eng-30-05924165-n	introject	undergoer	MS
YES	ee	FALSE	eng-30-00809248-v	interview	eng-30-10213180-n	interviewee	undergoer	MS
YES	ee	FALSE	eng-30-00808855-v	interview	eng-30-10213180-n	interviewee	undergoer	MS
YES	ee	FALSE	eng-30-02495387-v	intern	eng-30-10212074-n	internee	undergoer	MS
YES		TRUE	eng-30-00188466-v	inset	eng-30-03471190-n	inset	undergoer	MS
YES		TRUE	eng-30-00188466-v	inset	eng-30-03573282-n	inset	undergoer	MS
YES		TRUE	eng-30-01421622-v	insert	eng-30-00384329-n	insert	undergoer	MS
YES		TRUE	eng-30-00187526-v	insert	eng-30-03573282-n	insert	undergoer	MS
YES		TRUE	eng-30-01421622-v	insert	eng-30-03573282-n	insert	undergoer	MS
YES		TRUE	eng-30-00453680-v	ink	eng-30-14917635-n	ink	undergoer	MS
YES		TRUE	eng-30-00997307-v	initial	eng-30-06830997-n	initial	undergoer	MS
Y	ant	FALSE	eng-30-01198779-v	inhale	eng-30-03571155-n	inhalant	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-01298545-v	infix	eng-30-06309272-n	infix	undergoer	MS
YES	ee	FALSE	eng-30-02384275-v	induct	eng-30-10203949-n	inductee	undergoer	MS
YES	ee	FALSE	eng-30-02384275-v	induct	eng-30-10028765-n	inductee	undergoer	MS
YES	ee	FALSE	eng-30-02390470-v	induct	eng-30-10203949-n	inductee	undergoer	MS
YES		TRUE	eng-30-02037090-v	incline	eng-30-04051549-n	incline	undergoer	MS
YES		TRUE	eng-30-02037090-v	incline	eng-30-09437454-n	incline	undergoer	MS
YES	ee	FALSE	eng-30-02346136-v	import	eng-30-10200531-n	importee	undergoer	MS
YES		TRUE	eng-30-02346136-v	import	eng-30-03564667-n	import	undergoer	MS
YES		TRUE	eng-30-00932636-v	import	eng-30-06601327-n	import	undergoer	MS
YES		TRUE	eng-30-00932636-v	import	eng-30-05920791-n	import	undergoer	MS
YES		TRUE	eng-30-02346136-v	import	eng-30-10200531-n	import	undergoer	MS
YES		TRUE	eng-30-02408965-v	implement	eng-30-03563967-n	implement	undergoer	MS
YES		TRUE	eng-30-01528821-v	implant	eng-30-03563710-n	implant	undergoer	MS
YES		TRUE	eng-30-00861423-v	hymn	eng-30-07035870-n	hymn	undergoer	MS
YES		TRUE	eng-30-01731718-v	hymn	eng-30-07035870-n	hymn	undergoer	MS
YES		TRUE	eng-30-00181258-v	husk	eng-30-14805899-n	husk	undergoer	MS
YES		TRUE	eng-30-00181258-v	husk	eng-30-13139647-n	husk	undergoer	MS
YES		TRUE	eng-30-00180076-v	hull	eng-30-13139918-n	hull	undergoer	MS
YES	ee	FALSE	eng-30-02546075-v	honor	eng-30-10183757-n	honoree	undergoer	MS
Y	ee	FALSE	eng-30-02546075-v	honour	eng-30-10183757-n	honoree	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00415231-v	homestead	eng-30-13249400-n	homestead	undergoer	MS
YES		TRUE	eng-30-02305856-v	hoard	eng-30-13366912-n	hoard	undergoer	MS
YES		TRUE	eng-30-00514069-v	highlight	eng-30-13810141-n	highlight	undergoer	MS
YES		TRUE	eng-30-00776988-v	hex	eng-30-07160424-n	hex	undergoer	MS
YES		TRUE	eng-30-01742415-v	harrow	eng-30-03496612-n	harrow	undergoer	MS
YES		TRUE	eng-30-01732713-v	harp	eng-30-03494278-n	harp	undergoer	MS
YES		TRUE	eng-30-01732713-v	harp	eng-30-03495258-n	harp	undergoer	MS
YES		TRUE	eng-30-00091851-v	hamstring	eng-30-05570704-n	hamstring	undergoer	MS
YES		TRUE	eng-30-01590747-v	gut	eng-30-02983741-n	gut	undergoer	MS
YES		TRUE	eng-30-01590747-v	gut	eng-30-05534333-n	gut	undergoer	MS
YES		TRUE	eng-30-00854904-v	gull	eng-30-09921409-n	gull	undergoer	MS
YES		TRUE	eng-30-02576349-v	gull	eng-30-09921409-n	gull	undergoer	MS
YES		TRUE	eng-30-01143028-v	grouse	eng-30-01795088-n	grouse	undergoer	MS
YES		TRUE	eng-30-02291434-v	gross	eng-30-13256691-n	gross	undergoer	MS
YES		TRUE	eng-30-02180152-v	gong	eng-30-03017168-n	gong	undergoer	MS
YES		TRUE	eng-30-02180152-v	gong	eng-30-03447721-n	gong	undergoer	MS
Y	ful (OED)	FALSE	eng-30-00188580-v	glass	eng-30-13767239-n	glassful	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02767922-v	fume	eng-30-11508092-n	fume	undergoer	MS
YES	er	FALSE	eng-30-00325328-v	fry	eng-30-07645469-n	fryer	undergoer	MS
YES		TRUE	eng-30-01652731-v	fruit	eng-30-13134947-n	fruit	undergoer	MS
YES		TRUE	eng-30-01652895-v	fruit	eng-30-13134947-n	fruit	undergoer	MS
YES		TRUE	eng-30-01079172-v	front	eng-30-03398467-n	front	undergoer	MS
YES		TRUE	eng-30-01079172-v	front	eng-30-08573472-n	front	undergoer	MS
YES		TRUE	eng-30-02693319-v	front	eng-30-08626080-n	front	undergoer	MS
YES		TRUE	eng-30-02693319-v	front	eng-30-08573472-n	front	undergoer	MS
YES	er	FALSE	eng-30-00325328-v	fry	eng-30-07645469-n	frier	undergoer	MS
YES		TRUE	eng-30-00323703-v	fricassee	eng-30-07592094-n	fricassee	undergoer	MS
YES		TRUE	eng-30-02447542-v	franchise	eng-30-08060193-n	franchise	undergoer	MS
YES		TRUE	eng-30-02447542-v	franchise	eng-30-06526811-n	franchise	undergoer	MS
YES		TRUE	eng-30-01145944-v	fowl	eng-30-01789740-n	fowl	undergoer	MS
YES		TRUE	eng-30-01142899-v	fowl	eng-30-01789740-n	fowl	undergoer	MS
YES	er	FALSE	eng-30-01277974-v	fold	eng-30-03376279-n	folder	undergoer	MS
YES		TRUE	eng-30-01402765-v	fly	eng-30-00128638-n	fly	undergoer	MS
YES		TRUE	eng-30-01140794-v	fish	eng-30-02512053-n	fish	undergoer	MS
YES		TRUE	eng-30-01733667-v	fiddle	eng-30-04536866-n	fiddle	undergoer	MS
YES		TRUE	eng-30-00835294-v	fib	eng-30-06757057-n	fib	undergoer	MS
YES		TRUE	eng-30-02630189-v	feature	eng-30-05601758-n	feature	undergoer	MS
YES		TRUE	eng-30-02631659-v	feature	eng-30-03325769-n	feature	undergoer	MS
YES		TRUE	eng-30-02630189-v	feature	eng-30-05849789-n	feature	undergoer	MS
YES		TRUE	eng-30-02631659-v	feature	eng-30-06268784-n	feature	undergoer	MS
YES		TRUE	eng-30-00067999-v	exudate	eng-30-14852913-n	exudate	undergoer	MS
Y	ate	FALSE	eng-30-00067999-v	exude	eng-30-14852913-n	exudate	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02346409-v	export	eng-30-03306207-n	export	undergoer	MS
YES		TRUE	eng-30-02140033-v	exhibit	eng-30-00521209-n	exhibit	undergoer	MS
YES		TRUE	eng-30-02307882-v	excise	eng-30-13316332-n	excise	undergoer	MS
Y	ion	FALSE	eng-30-00677021-v	excerpt	eng-30-06400510-n	excerption	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00677021-v	excerpt	eng-30-06400510-n	excerpt	undergoer	MS
YES	ee	FALSE	eng-30-00786816-v	examine	eng-30-10703692-n	examinee	undergoer	MS
YES	ment	FALSE	eng-30-02447370-v	entitle	eng-30-05181754-n	entitlement	undergoer	MS
YES	ee	FALSE	eng-30-01097500-v	enlist	eng-30-10512201-n	enlistee	undergoer	MS
YES	ment	FALSE	eng-30-00796839-v	enjoin	eng-30-06542830-n	enjoinment	undergoer	MS
Y	ing	FALSE	eng-30-00796839-v	enjoin	eng-30-06542830-n	enjoining	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00448680-v	empty	eng-30-03284308-n	empty	undergoer	MS
YES	ee	FALSE	eng-30-02409412-v	employ	eng-30-10053808-n	employee	undergoer	MS
YES		TRUE	eng-30-02400760-v	elect	eng-30-08386853-n	elect	undergoer	MS
YES		TRUE	eng-30-00055010-v	ejaculate	eng-30-05404336-n	ejaculate	undergoer	MS
Y		TRUE	eng-30-01508268-v	egg	eng-30-07840804-n	eggs	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES	ee	FALSE	eng-30-02387486-v	educate	eng-30-10665698-n	educatee	undergoer	MS
YES		TRUE	eng-30-00854904-v	dupe	eng-30-10752480-n	dupe	undergoer	MS
YES		TRUE	eng-30-01985524-v	droop	eng-30-13905572-n	droop	undergoer	MS
YES		TRUE	eng-30-02717701-v	droop	eng-30-13905572-n	droop	undergoer	MS
YES		TRUE	eng-30-00469637-v	droop	eng-30-13905572-n	droop	undergoer	MS
YES		TRUE	eng-30-00102974-v	drool	eng-30-05416678-n	drool	undergoer	MS
YES		TRUE	eng-30-00102974-v	drivel	eng-30-05416678-n	drivel	undergoer	MS
YES		TRUE	eng-30-01611516-v	drip	eng-30-07432559-n	drip	undergoer	MS
YES		TRUE	eng-30-02071142-v	drip	eng-30-07432559-n	drip	undergoer	MS
Y	le	FALSE	eng-30-01611516-v	dribble	eng-30-13771404-n	drib	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES	ee	FALSE	eng-30-01097500-v	draft	eng-30-10028765-n	draftee	undergoer	MS
YES		TRUE	eng-30-00084738-v	dose	eng-30-03225238-n	dose	undergoer	MS
YES		TRUE	eng-30-00516584-v	dose	eng-30-13772106-n	dose	undergoer	MS
Y	age	FALSE	eng-30-00084738-v	dose	eng-30-03225238-n	dosage	undergoer	NEW_LIT_PAIR_KNOWN_REL
Y	age	FALSE	eng-30-00516584-v	dose	eng-30-13772106-n	dosage	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02140033-v	display	eng-30-00521209-n	display	undergoer	MS
YES		TRUE	eng-30-01180351-v	dish	eng-30-03206908-n	dish	undergoer	MS
YES		TRUE	eng-30-01180351-v	dish	eng-30-13766896-n	dish	undergoer	MS
YES		TRUE	eng-30-01180351-v	dish	eng-30-07557434-n	dish	undergoer	MS
YES		TRUE	eng-30-01138733-v	dice	eng-30-03191029-n	dice	undergoer	MS
YES	ee	FALSE	eng-30-02229412-v	devise	eng-30-10010632-n	devisee	undergoer	MS
YES	ee	FALSE	eng-30-02495038-v	detain	eng-30-10009162-n	detainee	undergoer	MS
YES	ee	FALSE	eng-30-02503365-v	deport	eng-30-10071139-n	deportee	undergoer	MS
YES	ee	FALSE	eng-30-02499312-v	deport	eng-30-10071139-n	deportee	undergoer	MS
YES	fy	FALSE	eng-30-00693401-v	deify	eng-30-09505418-n	deity	undergoer	MS
YES	ee	FALSE	eng-30-02579447-v	debauch	eng-30-10257647-n	debauchee	undergoer	MS
Y	ful (im OED als Suffix)	FALSE	eng-30-00189062-v	cup	eng-30-13766733-n	cupful	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-00189062-v	cup	eng-30-13766733-n	cup	undergoer	MS
YES		TRUE	eng-30-02224781-v	cull	eng-30-05790572-n	cull	undergoer	MS
YES		TRUE	eng-30-00877848-v	cue	eng-30-07011209-n	cue	undergoer	MS
y	ise	FALSE	eng-30-02480923-v	criminalise	eng-30-09977660-n	criminal	undergoer	NEW_LIT_PAIR_KNOWN_REL
YES		TRUE	eng-30-02574977-v	crib	eng-30-06347225-n	crib	undergoer	MS
YES		TRUE	eng-30-02658979-v	correlate	eng-30-05858407-n	correlate	undergoer	MS
YES		TRUE	eng-30-01590523-v	core	eng-30-08524262-n	core	undergoer	MS
YES		TRUE	eng-30-00906367-v	convict	eng-30-09963159-n	convict	undergoer	MS
YES		TRUE	eng-30-00906367-v	convict	eng-30-09962966-n	convict	undergoer	MS
YES		TRUE	eng-30-00385385-v	convert	eng-30-09962414-n	convert	undergoer	MS
YES		TRUE	eng-30-00384411-v	convert	eng-30-09962414-n	convert	undergoer	MS
YES	ee	FALSE	eng-30-00869596-v	contest	eng-30-09612131-n	contestee	undergoer	MS
YES	ee	FALSE	eng-30-02347637-v	consign	eng-30-09958447-n	consignee	undergoer	MS
YES	ation	FALSE	eng-30-00929839-v	connote	eng-30-05923566-n	connotation	undergoer	MS
YES	ation	FALSE	eng-30-00931232-v	connote	eng-30-06602935-n	connotation	undergoer	MS
YES		TRUE	eng-30-00881661-v	compliment	eng-30-06695227-n	compliment	undergoer	MS
YES	ee	FALSE	eng-30-02349212-v	commit	eng-30-08324514-n	committee	undergoer	MS
YES	ance	FALSE	eng-30-02251631-v	coinsure	eng-30-13346209-n	coinsurance	undergoer	MS
YES		TRUE	eng-30-01247426-v	cock	eng-30-03481824-n	cock	undergoer	MS
YES		TRUE	eng-30-01733994-v	clarion	eng-30-03037899-n	clarion	undergoer	MS
YES		TRUE	eng-30-00978055-v	clarion	eng-30-03037899-n	clarion	undergoer	MS
YES		TRUE	eng-30-01171799-v	claret	eng-30-07895435-n	claret	undergoer	MS
YES		TRUE	eng-30-01383947-v	clam	eng-30-01956481-n	clam	undergoer	MS
YES		TRUE	eng-30-00482180-v	chord	eng-30-06869951-n	chord	undergoer	MS
