Manually confirmed derivation: Y/YES, X - not confirmed, B/XB - multistep derivation	Zero	V synset	V literal	N synset	N literal	Status: MS - in standoff files / NEW_LIT_PAIR_REL - new pair of literals in already connected synsets / NEW_PAIR_REL - new pair of literals in unconnected synsets
YES	FALSE	eng-30-02316649-v	cede	eng-30-00213052-n	cession	MS
YES	FALSE	eng-30-02235229-v	cede	eng-30-00213052-n	cession	MS
YES	FALSE	eng-30-02680814-v	cease	eng-30-07362075-n	cessation	MS
YES	FALSE	eng-30-00628491-v	cerebrate	eng-30-05770926-n	cerebration	MS
YES	FALSE	eng-30-02047263-v	centrifuge	eng-30-13445296-n	centrifugation	MS
Y	FALSE	eng-30-02047263-v	centrifugate	eng-30-13445296-n	centrifugation	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00405236-v	centralise	eng-30-01015175-n	centralisation	MS
YES	FALSE	eng-30-00405236-v	centralise	eng-30-01237872-n	centralisation	MS
YES	TRUE	eng-30-00948707-v	census	eng-30-00653388-n	census	MS
YES	TRUE	eng-30-00823669-v	censure	eng-30-06709998-n	censure	MS
YES	FALSE	eng-30-02490877-v	celebrate	eng-30-07450651-n	celebration	MS
YES	FALSE	eng-30-02578510-v	celebrate	eng-30-07450651-n	celebration	MS
YES	FALSE	eng-30-02490877-v	celebrate	eng-30-00428000-n	celebration	MS
YES	FALSE	eng-30-02578510-v	celebrate	eng-30-00428000-n	celebration	MS
YES	FALSE	eng-30-02578510-v	celebrate	eng-30-00516086-n	celebration	MS
Y	FALSE	eng-30-02316649-v	cede	eng-30-00213052-n	ceding	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02235229-v	cede	eng-30-00213052-n	ceding	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02680814-v	cease	eng-30-15268239-n	cease	MS
YES	TRUE	eng-30-01060065-v	caw	eng-30-07378682-n	caw	MS
YES	TRUE	eng-30-00808671-v	cavil	eng-30-06761798-n	cavil	MS
YES	TRUE	eng-30-01989053-v	cave_in	eng-30-07361416-n	cave_in	MS
YES	TRUE	eng-30-00871195-v	caution	eng-30-07225167-n	caution	MS
Y	FALSE	eng-30-00373766-v	cauterise	eng-30-00668112-n	cautery	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00373766-v	cauterise	eng-30-00668112-n	cauterisation	MS
Y	FALSE	eng-30-00770437-v	cause	eng-30-00042311-n	causing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01645601-v	cause	eng-30-00042311-n	causing	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00770437-v	cause	eng-30-00042311-n	causation	MS
YES	FALSE	eng-30-01645601-v	cause	eng-30-00042311-n	causation	MS
YES	TRUE	eng-30-02429682-v	caucus	eng-30-08308313-n	caucus	MS
YES	TRUE	eng-30-00015498-v	catnap	eng-30-00858377-n	catnap	MS
YES	TRUE	eng-30-00914634-v	caterwaul	eng-30-07378569-n	caterwaul	MS
YES	TRUE	eng-30-01060909-v	catcall	eng-30-07122018-n	catcall	MS
YES	TRUE	eng-30-01626844-v	catalogue	eng-30-06416206-n	catalogue	MS
YES	TRUE	eng-30-01626844-v	catalogue	eng-30-06487897-n	catalogue	MS
YES	TRUE	eng-30-00652622-v	catalogue	eng-30-06487897-n	catalogue	MS
YES	TRUE	eng-30-00652622-v	catalogue	eng-30-06416206-n	catalogue	MS
YES	FALSE	eng-30-00060477-v	castrate	eng-30-00667847-n	castration	MS
YES	FALSE	eng-30-00201034-v	castrate	eng-30-00397010-n	castration	MS
YES	FALSE	eng-30-00060833-v	castrate	eng-30-00692349-n	castration	MS
Y	FALSE	eng-30-01077329-v	castle	eng-30-00166552-n	castling	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01077329-v	castle	eng-30-00166552-n	castle	MS
YES	FALSE	eng-30-00824292-v	castigate	eng-30-06713187-n	castigation	MS
YES	FALSE	eng-30-02500144-v	castigate	eng-30-01161017-n	castigation	MS
YES	FALSE	eng-30-00824292-v	castigate	eng-30-01161017-n	castigation	MS
YES	TRUE	eng-30-02046286-v	cartwheel	eng-30-00434657-n	cartwheel	MS
Y	TRUE	eng-30-00349951-v	carry_over	eng-30-05756203-n	carry-over	MS
YES	TRUE	eng-30-01123415-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02741357-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-01449974-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-01061017-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-00235110-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02561168-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02012725-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-01601234-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02717102-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-01123609-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02233195-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02079933-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02636516-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02001699-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02700867-v	carry	eng-30-00318735-n	carry	MS
YES	TRUE	eng-30-02493260-v	carouse	eng-30-00511041-n	carouse	MS
YES	FALSE	eng-30-02493260-v	carouse	eng-30-00511041-n	carousal	MS
YES	TRUE	eng-30-01598395-v	carom	eng-30-00500449-n	carom	MS
YES	TRUE	eng-30-01892849-v	carom	eng-30-07409475-n	carom	MS
YES	TRUE	eng-30-01226215-v	caress	eng-30-00144778-n	caress	MS
YES	TRUE	eng-30-01884974-v	careen	eng-30-00348008-n	careen	MS
YES	TRUE	eng-30-01924882-v	careen	eng-30-00348008-n	careen	MS
YES	FALSE	eng-30-00369628-v	carbonise	eng-30-13443370-n	carbonisation	MS
YES	FALSE	eng-30-00186740-v	carbonate	eng-30-13442998-n	carbonation	MS
YES	TRUE	eng-30-01215421-v	capture	eng-30-00775286-n	capture	MS
YES	TRUE	eng-30-02304241-v	capture	eng-30-13442715-n	capture	MS
YES	TRUE	eng-30-02272549-v	capture	eng-30-00088481-n	capture	MS
YES	FALSE	eng-30-01117812-v	capitulate	eng-30-00067707-n	capitulation	MS
YES	TRUE	eng-30-01967104-v	caper	eng-30-00511817-n	caper	MS
YES	TRUE	eng-30-02458747-v	canvass	eng-30-05800998-n	canvass	MS
YES	TRUE	eng-30-02454312-v	canvass	eng-30-05800998-n	canvass	MS
Y	TRUE	eng-30-02454312-v	canvas	eng-30-05800998-n	canvass	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01422172-v	cannulate	eng-30-00321195-n	canulisation	MS
Y	FALSE	eng-30-01422172-v	canulate	eng-30-00321195-n	canulisation	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01422172-v	canulate	eng-30-00321195-n	canulation	MS
YES	FALSE	eng-30-01049737-v	cantillate	eng-30-01254882-n	cantillation	MS
YES	TRUE	eng-30-01959482-v	canter	eng-30-00288486-n	canter	MS
YES	TRUE	eng-30-01959669-v	canter	eng-30-00288486-n	canter	MS
YES	TRUE	eng-30-01959340-v	canter	eng-30-00288486-n	canter	MS
YES	FALSE	eng-30-00823129-v	canonise	eng-30-01040390-n	canonisation	MS
YES	FALSE	eng-30-01422172-v	cannulate	eng-30-00321195-n	cannulisation	MS
Y	FALSE	eng-30-01422172-v	cannulise	eng-30-00321195-n	cannulisation	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01422172-v	cannulate	eng-30-00321195-n	cannulation	MS
YES	TRUE	eng-30-01136481-v	cannonade	eng-30-00994623-n	cannonade	MS
YES	TRUE	eng-30-00089973-v	canker	eng-30-14212759-n	canker	MS
YES	TRUE	eng-30-00090075-v	canker	eng-30-14212759-n	canker	MS
YES	FALSE	eng-30-02477334-v	cancel	eng-30-00232386-n	cancellation	MS
YES	FALSE	eng-30-02477334-v	cancel	eng-30-07207142-n	cancellation	MS
YES	FALSE	eng-30-02477755-v	cancel	eng-30-00232386-n	cancellation	MS
YES	FALSE	eng-30-02336015-v	canal	eng-30-01142843-n	canalisation	MS
YES	FALSE	eng-30-02336015-v	canalise	eng-30-01142843-n	canalisation	MS
YES	FALSE	eng-30-01933900-v	canalise	eng-30-01142519-n	canalisation	MS
Y	FALSE	eng-30-02653996-v	camp	eng-30-01055165-n	camping	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01093786-v	campaign	eng-30-00968155-n	campaign	MS
YES	TRUE	eng-30-01094086-v	campaign	eng-30-07472929-n	campaign	MS
YES	TRUE	eng-30-02589576-v	campaign	eng-30-00798245-n	campaign	MS
Y	FALSE	eng-30-00846509-v	calumniate	eng-30-06719579-n	calumny	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00846509-v	calumniate	eng-30-01220336-n	calumny	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00846509-v	calumniate	eng-30-06719579-n	calumniation	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01097960-v	call_up	eng-30-07169353-n	call_up	MS
YES	TRUE	eng-30-00822746-v	call	eng-30-00164801-n	call	MS
YES	TRUE	eng-30-00789448-v	call	eng-30-06272803-n	call	MS
YES	TRUE	eng-30-02359061-v	call	eng-30-07192661-n	call	MS
YES	TRUE	eng-30-00975036-v	call	eng-30-06796642-n	call	MS
YES	TRUE	eng-30-02487573-v	call	eng-30-01055954-n	call	MS
YES	TRUE	eng-30-00738747-v	call	eng-30-07120524-n	call	MS
YES	TRUE	eng-30-00783523-v	call	eng-30-06796642-n	call	MS
YES	TRUE	eng-30-00913065-v	call	eng-30-07120524-n	call	MS
YES	TRUE	eng-30-01068793-v	call	eng-30-00164801-n	call	MS
YES	TRUE	eng-30-00874002-v	call	eng-30-00080743-n	call	MS
YES	FALSE	eng-30-00295697-v	calibrate	eng-30-00999245-n	calibration	MS
YES	FALSE	eng-30-01589497-v	calibrate	eng-30-00999245-n	calibration	MS
YES	FALSE	eng-30-00637259-v	calculate	eng-30-00868910-n	calculation	MS
YES	FALSE	eng-30-02265231-v	calculate	eng-30-00868910-n	calculation	MS
YES	FALSE	eng-30-00926472-v	calculate	eng-30-05796423-n	calculation	MS
YES	FALSE	eng-30-00926472-v	calculate	eng-30-00868910-n	calculation	MS
YES	FALSE	eng-30-02265231-v	calculate	eng-30-05802185-n	calculation	MS
YES	FALSE	eng-30-00712135-v	calculate	eng-30-00868910-n	calculation	MS
YES	FALSE	eng-30-00637259-v	calculate	eng-30-05802185-n	calculation	MS
YES	FALSE	eng-30-00372251-v	calcine	eng-30-13442476-n	calcination	MS
YES	TRUE	eng-30-01896657-v	cakewalk	eng-30-00530874-n	cakewalk	MS
YES	TRUE	eng-30-00031418-v	cackle	eng-30-07127451-n	cackle	MS
YES	TRUE	eng-30-01056554-v	cackle	eng-30-07136940-n	cackle	MS
YES	TRUE	eng-30-01056369-v	cackle	eng-30-07378437-n	cackle	MS
YES	FALSE	eng-30-00032414-v	cachinnate	eng-30-07127350-n	cachinnation	MS
YES	TRUE	eng-30-02706605-v	buzz	eng-30-01260008-n	buzz	MS
YES	TRUE	eng-30-02182109-v	buzz	eng-30-07378234-n	buzz	MS
YES	TRUE	eng-30-00792304-v	buzz	eng-30-07378234-n	buzz	MS
YES	TRUE	eng-30-02207206-v	buy	eng-30-13253751-n	buy	MS
YES	TRUE	eng-30-02646757-v	buy	eng-30-13253751-n	buy	MS
YES	TRUE	eng-30-02058191-v	bustle	eng-30-00555138-n	bustle	MS
YES	TRUE	eng-30-01369758-v	bust	eng-30-07365024-n	bust	MS
YES	TRUE	eng-30-01431230-v	buss	eng-30-00138221-n	buss	MS
Y	FALSE	eng-30-01234625-v	bury	eng-30-01050627-n	burying	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00306017-v	burst	eng-30-00377364-n	burst	MS
YES	TRUE	eng-30-02715595-v	burst	eng-30-00555325-n	burst	MS
YES	TRUE	eng-30-00309310-v	burst	eng-30-00377364-n	burst	MS
Y	FALSE	eng-30-00003431-v	burp	eng-30-00117578-n	burping	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00003431-v	burp	eng-30-00117578-n	burp	MS
Y	FALSE	eng-30-02762468-v	burn	eng-30-00378069-n	burning	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00377002-v	burn	eng-30-13450206-n	burning	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02121048-v	burn	eng-30-14325437-n	burning	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02120451-v	burn	eng-30-14325437-n	burning	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00849939-v	burlesque	eng-30-07017999-n	burlesque	MS
YES	TRUE	eng-30-00849939-v	burlesque	eng-30-06780309-n	burlesque	MS
YES	FALSE	eng-30-01234625-v	bury	eng-30-01050627-n	burial	MS
YES	FALSE	eng-30-02456493-v	bury	eng-30-07451687-n	burial	MS
YES	TRUE	eng-30-01408297-v	bunt	eng-30-00128477-n	bunt	MS
Y	TRUE	eng-30-02572119-v	bunco	eng-30-00779248-n	bunko	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02527651-v	bungle	eng-30-00074790-n	bungle	MS
YES	TRUE	eng-30-00013172-v	bungle	eng-30-00074790-n	bungle	MS
YES	TRUE	eng-30-02572119-v	bunco	eng-30-00779248-n	bunco	MS
YES	TRUE	eng-30-01239619-v	bump	eng-30-07338681-n	bump	MS
Y	FALSE	eng-30-01654628-v	build	eng-30-00911048-n	building	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01185604-v	brunch	eng-30-07574923-n	brunch	MS
YES	TRUE	eng-30-01492725-v	bruise	eng-30-14288871-n	bruise	MS
Y	FALSE	eng-30-01576165-v	browse	eng-30-00839023-n	browsing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01174742-v	browse	eng-30-00839023-n	browsing	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01576165-v	browse	eng-30-00839023-n	browse	MS
YES	TRUE	eng-30-01174742-v	browse	eng-30-00839023-n	browse	MS
Y	FALSE	eng-30-00060185-v	brood	eng-30-13441812-n	brooding	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00328370-v	broil	eng-30-00246754-n	broiling	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00328370-v	broil	eng-30-00246754-n	broil	MS
YES	TRUE	eng-30-02769480-v	breeze	eng-30-11431754-n	breeze	MS
YES	TRUE	eng-30-01894520-v	breeze	eng-30-00575365-n	breeze	MS
Y	FALSE	eng-30-00001740-v	breathe	eng-30-00831191-n	breathing	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00779360-v	breathe	eng-30-15274695-n	breather	MS
Y	TRUE	eng-30-00779360-v	breathe	eng-30-15274695-n	breath	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00334186-v	break	eng-30-00376400-n	breaking	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00334996-v	break	eng-30-00376400-n	breaking	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00334996-v	break	eng-30-00376400-n	breakage	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00334186-v	break	eng-30-00376400-n	breakage	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01896484-v	break_dance	eng-30-00526412-n	break_dance	MS
YES	TRUE	eng-30-00029630-v	bray	eng-30-07378059-n	bray	MS
YES	TRUE	eng-30-01054553-v	bray	eng-30-07378059-n	bray	MS
YES	TRUE	eng-30-00774344-v	brawl	eng-30-01176431-n	brawl	MS
YES	TRUE	eng-30-00860482-v	bravo	eng-30-06692834-n	bravo	MS
YES	TRUE	eng-30-01446901-v	brandish	eng-30-06890254-n	brandish	MS
Y	FALSE	eng-30-02508245-v	brand	eng-30-01223488-n	branding	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00329244-v	branch	eng-30-00388392-n	branching	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00328802-v	branch	eng-30-00388392-n	branching	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00883226-v	brag	eng-30-07229747-n	bragging	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00883226-v	brag	eng-30-07229747-n	brag	MS
YES	FALSE	eng-30-01891489-v	brachiate	eng-30-00283450-n	brachiation	MS
YES	TRUE	eng-30-02465494-v	boycott	eng-30-00206130-n	boycott	MS
YES	TRUE	eng-30-01420765-v	box	eng-30-00135148-n	box	MS
YES	TRUE	eng-30-01419982-v	box	eng-30-00135148-n	box	MS
Y	FALSE	eng-30-02040273-v	bow	eng-30-07274425-n	bowing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-02062632-v	bow	eng-30-07274425-n	bowing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00898691-v	bow	eng-30-07274425-n	bowing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01892608-v	bounce	eng-30-07350401-n	bouncing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01892104-v	bounce	eng-30-07350401-n	bouncing	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02527651-v	botch	eng-30-00074790-n	botch	MS
Y	FALSE	eng-30-02346724-v	borrow	eng-30-00084371-n	borrowing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01171183-v	booze	eng-30-00748515-n	boozing	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01372556-v	boot	eng-30-00136329-n	boot	MS
YES	TRUE	eng-30-00310937-v	boost	eng-30-01211019-n	boost	MS
YES	TRUE	eng-30-01975912-v	boost	eng-30-05110408-n	boost	MS
YES	TRUE	eng-30-01516071-v	boost	eng-30-01211339-n	boost	MS
YES	TRUE	eng-30-02554922-v	boost	eng-30-01211339-n	boost	MS
Y	TRUE	eng-30-02554922-v	boost	eng-30-01211019-n	boost	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02447247-v	boondoggle	eng-30-00041614-n	boondoggle	MS
YES	TRUE	eng-30-02005778-v	boomerang	eng-30-00073032-n	boomerang	MS
YES	TRUE	eng-30-00310386-v	boom	eng-30-14488813-n	boom	MS
YES	TRUE	eng-30-02174662-v	boom	eng-30-07377682-n	boom	MS
YES	TRUE	eng-30-02187510-v	boom	eng-30-07377682-n	boom	MS
Y	FALSE	eng-30-02498320-v	book	eng-30-01218327-n	booking	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00862225-v	boo	eng-30-07123870-n	boo	MS
Y	FALSE	eng-30-01131902-v	bomb	eng-30-00978413-n	bombing	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02182109-v	bombinate	eng-30-07378234-n	bombination	MS
YES	FALSE	eng-30-02182109-v	bombilate	eng-30-07378234-n	bombilation	MS
YES	FALSE	eng-30-01131902-v	bombard	eng-30-00978413-n	bombardment	MS
Y	FALSE	eng-30-00863579-v	bombard	eng-30-07083441-n	bombardment	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00375021-v	boil	eng-30-05014099-n	boil	MS
YES	TRUE	eng-30-00328128-v	boil	eng-30-05014099-n	boil	MS
YES	TRUE	eng-30-00374668-v	boil	eng-30-05014099-n	boil	MS
YES	TRUE	eng-30-01598921-v	bogey	eng-30-13595414-n	bogey	MS
Y	FALSE	eng-30-00883226-v	boast	eng-30-07229530-n	boasting	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00883226-v	boast	eng-30-07229530-n	boast	MS
YES	TRUE	eng-30-00883226-v	bluster	eng-30-07230089-n	bluster	MS
YES	TRUE	eng-30-02770362-v	bluster	eng-30-11465297-n	bluster	MS
YES	TRUE	eng-30-00883226-v	bluster	eng-30-06889591-n	bluster	MS
YES	TRUE	eng-30-00103317-v	blush	eng-30-00118268-n	blush	MS
Y	TRUE	eng-30-00103317-v	blush	eng-30-14050871-n	blush	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02566227-v	blunder	eng-30-00074790-n	blunder	MS
YES	TRUE	eng-30-00837872-v	bluff	eng-30-06759602-n	bluff	MS
YES	TRUE	eng-30-01076953-v	bluff	eng-30-00756598-n	bluff	MS
YES	TRUE	eng-30-00477247-v	blow	eng-30-00835501-n	blow	MS
YES	TRUE	eng-30-00007012-v	blow	eng-30-00835501-n	blow	MS
YES	TRUE	eng-30-02135877-v	blow	eng-30-00835501-n	blow	MS
YES	TRUE	eng-30-00034948-v	blow	eng-30-00835501-n	blow	MS
YES	TRUE	eng-30-01902783-v	blow	eng-30-11465017-n	blow	MS
YES	TRUE	eng-30-02769241-v	blow	eng-30-11465017-n	blow	MS
YES	TRUE	eng-30-02100632-v	blow	eng-30-11465017-n	blow	MS
YES	TRUE	eng-30-02068745-v	blow	eng-30-00835501-n	blow	MS
Y	FALSE	eng-30-00294245-v	bloom	eng-30-13439390-n	blooming	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01147060-v	block	eng-30-00562398-n	blocking	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01479333-v	block	eng-30-02853449-n	blockage	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01476483-v	block	eng-30-01074694-n	blockage	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00361952-v	bloat	eng-30-14315549-n	bloat	MS
YES	TRUE	eng-30-00361797-v	bloat	eng-30-14315549-n	bloat	MS
YES	TRUE	eng-30-01126219-v	blitz	eng-30-00975781-n	blitz	MS
Y	FALSE	eng-30-00379774-v	blister	eng-30-13573181-n	blistering	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00008435-v	blink	eng-30-00117959-n	blinking	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-00007739-v	blink	eng-30-00117959-n	blinking	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00007739-v	blink	eng-30-00117959-n	blink	MS
YES	TRUE	eng-30-00008435-v	blink	eng-30-00117959-n	blink	MS
YES	TRUE	eng-30-01037650-v	blether	eng-30-07137129-n	blether	MS
Y	FALSE	eng-30-00394813-v	blend	eng-30-00380696-n	blending	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01462468-v	blend	eng-30-00380696-n	blending	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01462468-v	blend	eng-30-07375405-n	blend	MS
YES	TRUE	eng-30-00394813-v	blend	eng-30-00380696-n	blend	MS
YES	TRUE	eng-30-00394813-v	blend	eng-30-07375405-n	blend	MS
YES	TRUE	eng-30-01462468-v	blend	eng-30-00380696-n	blend	MS
YES	TRUE	eng-30-02187171-v	bleep	eng-30-07377082-n	bleep	MS
Y	FALSE	eng-30-00074834-v	bleed	eng-30-14288235-n	bleeding	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01048330-v	bleat	eng-30-07377931-n	bleat	MS
YES	TRUE	eng-30-01037650-v	blather	eng-30-06610332-n	blather	MS
YES	TRUE	eng-30-01135922-v	blast	eng-30-07408171-n	blast	MS
YES	TRUE	eng-30-01401772-v	blast	eng-30-00128867-n	blast	MS
YES	TRUE	eng-30-02182479-v	blast	eng-30-07376257-n	blast	MS
Y	FALSE	eng-30-02182479-v	blare	eng-30-07377473-n	blaring	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-02182479-v	blare	eng-30-07377473-n	blare	MS
YES	FALSE	eng-30-00880227-v	blandish	eng-30-00159899-n	blandishment	MS
YES	FALSE	eng-30-00880227-v	blandish	eng-30-06695862-n	blandishment	MS
YES	TRUE	eng-30-00842772-v	blame	eng-30-06713752-n	blame	MS
YES	TRUE	eng-30-00727991-v	blame	eng-30-07237758-n	blame	MS
YES	TRUE	eng-30-00842538-v	blame	eng-30-07237758-n	blame	MS
YES	TRUE	eng-30-02241767-v	blackmail	eng-30-00784598-n	blackmail	MS
YES	TRUE	eng-30-02581073-v	blackmail	eng-30-00784598-n	blackmail	MS
YES	TRUE	eng-30-02504017-v	blackball	eng-30-00207622-n	blackball	MS
Y	FALSE	eng-30-02653996-v	bivouac	eng-30-01055165-n	bivouacking	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00907657-v	bitch	eng-30-07209965-n	bitch	MS
Y	TRUE	eng-30-00910973-v	bitch	eng-30-07209965-n	bitch	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-01550817-v	bisect	eng-30-00386450-n	bisection	MS
Y	FALSE	eng-30-00056930-v	birth	eng-30-13532886-n	birthing	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00056930-v	birth	eng-30-15142167-n	birth	MS
YES	TRUE	eng-30-00056930-v	birth	eng-30-07320302-n	birth	MS
YES	TRUE	eng-30-00056930-v	birth	eng-30-13532886-n	birth	MS
YES	TRUE	eng-30-02188587-v	birr	eng-30-07399917-n	birr	MS
YES	TRUE	eng-30-01598507-v	birdie	eng-30-13595276-n	birdie	MS
YES	TRUE	eng-30-00695120-v	bioassay	eng-30-05740300-n	bioassay	MS
YES	TRUE	eng-30-01193099-v	binge	eng-30-00510723-n	binge	MS
YES	TRUE	eng-30-02041206-v	billow	eng-30-07348545-n	billow	MS
Y	FALSE	eng-30-02320374-v	bill	eng-30-07190941-n	billing	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-01416020-v	biff	eng-30-00134780-n	biff	MS
Y	FALSE	eng-30-00759657-v	bid	eng-30-07168131-n	bidding	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00759657-v	bid	eng-30-07168131-n	bid	MS
YES	TRUE	eng-30-02240674-v	bid	eng-30-00786887-n	bid	MS
YES	TRUE	eng-30-02240674-v	bid	eng-30-07165086-n	bid	MS
YES	TRUE	eng-30-02298632-v	bid	eng-30-07165086-n	bid	MS
Y	FALSE	eng-30-00774056-v	bicker	eng-30-07184735-n	bickering	NEW_LIT_PAIR_KNOWN_REL
YES	TRUE	eng-30-00774056-v	bicker	eng-30-07184735-n	bicker	MS
YES	FALSE	eng-30-00205046-v	better	eng-30-07357388-n	betterment	MS
YES	FALSE	eng-30-00205885-v	better	eng-30-00261029-n	betterment	MS
Y	FALSE	eng-30-00205046-v	better	eng-30-00261029-n	betterment	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-00886602-v	betroth	eng-30-01036778-n	betrothal	MS
Y	FALSE	eng-30-00886602-v	betroth	eng-30-07228211-n	betrothal	NEW_LIT_PAIR_KNOWN_REL
YES	FALSE	eng-30-02537407-v	betray	eng-30-00749767-n	betrayal	MS
YES	FALSE	eng-30-00577170-v	beneficiate	eng-30-13516312-n	beneficiation	MS
YES	FALSE	eng-30-02548219-v	benefact	eng-30-13270260-n	benefaction	MS
YES	FALSE	eng-30-02548219-v	benefact	eng-30-01226679-n	benefaction	MS
YES	TRUE	eng-30-01710190-v	belly_dance	eng-30-00530554-n	belly_dance	MS
Y	FALSE	eng-30-01048569-v	bellow	eng-30-07121361-n	bellowing	NEW_LIT_PAIR_KNOWN_REL
Y	FALSE	eng-30-01048718-v	bellow	eng-30-07121361-n	bellowing	NEW_LIT_PAIR_KNOWN_REL
